measurementName
kube_pod_info_node_count
node_cpu_saturation_load1
node_cpu_utilisationavg1m
node_disk_saturationavg_irate
node_disk_utilisationavg_irate
node_memory_MemFreeCachedBuffers_bytessum
node_memory_MemTotal_bytessum
node_memory_swap_io_bytessum_rate
node_memory_utilisation
node_net_saturationsum_irate
node_net_utilisationsum_irate
ALERTS
ALERTS_FOR_STATE
APIServiceOpenAPIAggregationControllerQueue1_adds
APIServiceOpenAPIAggregationControllerQueue1_depth
APIServiceOpenAPIAggregationControllerQueue1_longest_running_processor_microseconds
APIServiceOpenAPIAggregationControllerQueue1_queue_latency
APIServiceOpenAPIAggregationControllerQueue1_queue_latency_count
APIServiceOpenAPIAggregationControllerQueue1_queue_latency_sum
APIServiceOpenAPIAggregationControllerQueue1_retries
APIServiceOpenAPIAggregationControllerQueue1_unfinished_work_seconds
APIServiceOpenAPIAggregationControllerQueue1_work_duration
APIServiceOpenAPIAggregationControllerQueue1_work_duration_count
APIServiceOpenAPIAggregationControllerQueue1_work_duration_sum
APIServiceRegistrationController_adds
APIServiceRegistrationController_depth
APIServiceRegistrationController_longest_running_processor_microseconds
APIServiceRegistrationController_queue_latency
APIServiceRegistrationController_queue_latency_count
APIServiceRegistrationController_queue_latency_sum
APIServiceRegistrationController_retries
APIServiceRegistrationController_unfinished_work_seconds
APIServiceRegistrationController_work_duration
APIServiceRegistrationController_work_duration_count
APIServiceRegistrationController_work_duration_sum
AvailableConditionController_adds
AvailableConditionController_depth
AvailableConditionController_longest_running_processor_microseconds
AvailableConditionController_queue_latency
AvailableConditionController_queue_latency_count
AvailableConditionController_queue_latency_sum
AvailableConditionController_retries
AvailableConditionController_unfinished_work_seconds
AvailableConditionController_work_duration
AvailableConditionController_work_duration_count
AvailableConditionController_work_duration_sum
DiscoveryController_adds
DiscoveryController_depth
DiscoveryController_longest_running_processor_microseconds
DiscoveryController_queue_latency
DiscoveryController_queue_latency_count
DiscoveryController_queue_latency_sum
DiscoveryController_retries
DiscoveryController_unfinished_work_seconds
DiscoveryController_work_duration
DiscoveryController_work_duration_count
DiscoveryController_work_duration_sum
admission_quota_controller_adds
admission_quota_controller_depth
admission_quota_controller_longest_running_processor_microseconds
admission_quota_controller_queue_latency
admission_quota_controller_queue_latency_count
admission_quota_controller_queue_latency_sum
admission_quota_controller_unfinished_work_seconds
admission_quota_controller_work_duration
admission_quota_controller_work_duration_count
admission_quota_controller_work_duration_sum
alertmanager_alerts
alertmanager_alerts_invalid_total
alertmanager_alerts_received_total
alertmanager_build_info
alertmanager_cluster_failed_peers
alertmanager_cluster_health_score
alertmanager_cluster_members
alertmanager_cluster_messages_pruned_total
alertmanager_cluster_messages_queued
alertmanager_cluster_messages_received_size_total
alertmanager_cluster_messages_received_total
alertmanager_cluster_messages_sent_size_total
alertmanager_cluster_messages_sent_total
alertmanager_cluster_peers_joined_total
alertmanager_cluster_peers_left_total
alertmanager_cluster_peers_update_total
alertmanager_cluster_reconnections_failed_total
alertmanager_cluster_reconnections_total
alertmanager_cluster_refresh_join_failed_total
alertmanager_cluster_refresh_join_total
alertmanager_config_hash
alertmanager_config_last_reload_success_timestamp_seconds
alertmanager_config_last_reload_successful
alertmanager_http_concurrency_limit_exceeded_total
alertmanager_http_request_duration_seconds_bucket
alertmanager_http_request_duration_seconds_count
alertmanager_http_request_duration_seconds_sum
alertmanager_http_requests_in_flight
alertmanager_http_response_size_bytes_bucket
alertmanager_http_response_size_bytes_count
alertmanager_http_response_size_bytes_sum
alertmanager_nflog_gc_duration_seconds
alertmanager_nflog_gc_duration_seconds_count
alertmanager_nflog_gc_duration_seconds_sum
alertmanager_nflog_gossip_messages_propagated_total
alertmanager_nflog_queries_total
alertmanager_nflog_query_duration_seconds_bucket
alertmanager_nflog_query_duration_seconds_count
alertmanager_nflog_query_duration_seconds_sum
alertmanager_nflog_query_errors_total
alertmanager_nflog_snapshot_duration_seconds
alertmanager_nflog_snapshot_duration_seconds_count
alertmanager_nflog_snapshot_duration_seconds_sum
alertmanager_nflog_snapshot_size_bytes
alertmanager_notification_latency_seconds_bucket
alertmanager_notification_latency_seconds_count
alertmanager_notification_latency_seconds_sum
alertmanager_notifications_failed_total
alertmanager_notifications_total
alertmanager_oversize_gossip_message_duration_seconds_bucket
alertmanager_oversize_gossip_message_duration_seconds_count
alertmanager_oversize_gossip_message_duration_seconds_sum
alertmanager_oversized_gossip_message_dropped_total
alertmanager_oversized_gossip_message_failure_total
alertmanager_oversized_gossip_message_sent_total
alertmanager_peer_position
alertmanager_silences
alertmanager_silences_gc_duration_seconds
alertmanager_silences_gc_duration_seconds_count
alertmanager_silences_gc_duration_seconds_sum
alertmanager_silences_gossip_messages_propagated_total
alertmanager_silences_queries_total
alertmanager_silences_query_duration_seconds_bucket
alertmanager_silences_query_duration_seconds_count
alertmanager_silences_query_duration_seconds_sum
alertmanager_silences_query_errors_total
alertmanager_silences_snapshot_duration_seconds
alertmanager_silences_snapshot_duration_seconds_count
alertmanager_silences_snapshot_duration_seconds_sum
alertmanager_silences_snapshot_size_bytes
apiserver_audit_event_total
apiserver_audit_requests_rejected_total
apiserver_client_certificate_expiration_seconds_bucket
apiserver_client_certificate_expiration_seconds_count
apiserver_client_certificate_expiration_seconds_sum
apiserver_current_inflight_requests
apiserver_longrunning_gauge
apiserver_registered_watchers
apiserver_request_count
apiserver_request_latencies_bucket
apiserver_request_latencies_count
apiserver_request_latencies_sum
apiserver_request_latencies_summary
apiserver_request_latencies_summary_count
apiserver_request_latencies_summary_sum
apiserver_response_sizes_bucket
apiserver_response_sizes_count
apiserver_response_sizes_sum
apiserver_storage_data_key_generation_failures_total
apiserver_storage_data_key_generation_latencies_microseconds_bucket
apiserver_storage_data_key_generation_latencies_microseconds_count
apiserver_storage_data_key_generation_latencies_microseconds_sum
apiserver_storage_envelope_transformation_cache_misses_total
authenticated_user_requests
autoregister_adds
autoregister_depth
autoregister_longest_running_processor_microseconds
autoregister_queue_latency
autoregister_queue_latency_count
autoregister_queue_latency_sum
autoregister_retries
autoregister_unfinished_work_seconds
autoregister_work_duration
autoregister_work_duration_count
autoregister_work_duration_sum
cadvisor_version_info
classes
classes_loaded
classes_unloaded
clusternode_cpusum_rate5m
cluster_quantileapiserver_request_latencieshistogram_quantile
container_cpu_cfs_periods_total
container_cpu_cfs_throttled_periods_total
container_cpu_cfs_throttled_seconds_total
container_cpu_system_seconds_total
container_cpu_usage_seconds_total
container_cpu_user_seconds_total
container_fs_inodes_free
container_fs_inodes_total
container_fs_io_current
container_fs_io_time_seconds_total
container_fs_io_time_weighted_seconds_total
container_fs_limit_bytes
container_fs_read_seconds_total
container_fs_reads_bytes_total
container_fs_reads_merged_total
container_fs_reads_total
container_fs_sector_reads_total
container_fs_sector_writes_total
container_fs_usage_bytes
container_fs_write_seconds_total
container_fs_writes_bytes_total
container_fs_writes_merged_total
container_fs_writes_total
container_last_seen
container_memory_cache
container_memory_failcnt
container_memory_failures_total
container_memory_mapped_file
container_memory_max_usage_bytes
container_memory_rss
container_memory_swap
container_memory_usage_bytes
container_memory_working_set_bytes
container_network_receive_bytes_total
container_network_receive_errors_total
container_network_receive_packets_dropped_total
container_network_receive_packets_total
container_network_transmit_bytes_total
container_network_transmit_errors_total
container_network_transmit_packets_dropped_total
container_network_transmit_packets_total
container_scrape_error
container_spec_cpu_period
container_spec_cpu_quota
container_spec_cpu_shares
container_spec_memory_limit_bytes
container_spec_memory_reservation_limit_bytes
container_spec_memory_swap_limit_bytes
container_start_time_seconds
coredns_build_info
coredns_cache_hits_total
coredns_cache_misses_total
coredns_cache_size
coredns_dns_request_count_total
coredns_dns_request_duration_seconds_bucket
coredns_dns_request_duration_seconds_count
coredns_dns_request_duration_seconds_sum
coredns_dns_request_size_bytes_bucket
coredns_dns_request_size_bytes_count
coredns_dns_request_size_bytes_sum
coredns_dns_request_type_count_total
coredns_dns_response_rcode_count_total
coredns_dns_response_size_bytes_bucket
coredns_dns_response_size_bytes_count
coredns_dns_response_size_bytes_sum
coredns_forward_healthcheck_failure_count_total
coredns_forward_request_count_total
coredns_forward_request_duration_seconds_bucket
coredns_forward_request_duration_seconds_count
coredns_forward_request_duration_seconds_sum
coredns_forward_response_rcode_count_total
coredns_forward_sockets_open
coredns_health_request_duration_seconds_bucket
coredns_health_request_duration_seconds_count
coredns_health_request_duration_seconds_sum
coredns_panic_count_total
coredns_plugin_enabled
counter_span_accepted
counter_span_dropped
counter_status_200_carts_customerId_items
counter_status_200_metrics
counter_status_200_repository_search_search
counter_status_201_carts_customerId_items
counter_status_201_orders
counter_status_201_shipping
counter_status_202_carts_customerId
counter_status_202_carts_customerId_items
counter_status_202_carts_customerId_merge
counter_status_406_orders
counter_status_500_carts_customerId
counter_status_500_carts_customerId_items
counter_status_500_carts_customerId_merge
counter_status_500_orders
counter_status_500_shipping
crdEstablishing_adds
crdEstablishing_depth
crdEstablishing_longest_running_processor_microseconds
crdEstablishing_queue_latency
crdEstablishing_queue_latency_count
crdEstablishing_queue_latency_sum
crdEstablishing_retries
crdEstablishing_unfinished_work_seconds
crdEstablishing_work_duration
crdEstablishing_work_duration_count
crdEstablishing_work_duration_sum
etcd_helper_cache_entry_count
etcd_helper_cache_hit_count
etcd_helper_cache_miss_count
etcd_object_counts
gauge_response_carts_customerId
gauge_response_carts_customerId_items
gauge_response_carts_customerId_merge
gauge_response_metrics
gauge_response_orders
gauge_response_repository_search_search
gauge_response_shipping
gc_g1_old_generation_count
gc_g1_old_generation_time
gc_g1_young_generation_count
gc_g1_young_generation_time
get_token_count
get_token_fail_count
go_gc_duration_seconds
go_gc_duration_seconds_count
go_gc_duration_seconds_sum
go_goroutines
go_info
go_memstats_alloc_bytes
go_memstats_alloc_bytes_total
go_memstats_buck_hash_sys_bytes
go_memstats_frees_total
go_memstats_gc_cpu_fraction
go_memstats_gc_sys_bytes
go_memstats_heap_alloc_bytes
go_memstats_heap_idle_bytes
go_memstats_heap_inuse_bytes
go_memstats_heap_objects
go_memstats_heap_released_bytes
go_memstats_heap_released_bytes_total
go_memstats_heap_sys_bytes
go_memstats_last_gc_time_seconds
go_memstats_lookups_total
go_memstats_mallocs_total
go_memstats_mcache_inuse_bytes
go_memstats_mcache_sys_bytes
go_memstats_mspan_inuse_bytes
go_memstats_mspan_sys_bytes
go_memstats_next_gc_bytes
go_memstats_other_sys_bytes
go_memstats_stack_inuse_bytes
go_memstats_stack_sys_bytes
go_memstats_sys_bytes
go_threads
grafana_alerting_active_alerts
grafana_alerting_execution_time_milliseconds_count
grafana_alerting_execution_time_milliseconds_sum
grafana_api_admin_user_created_total
grafana_api_dashboard_get_milliseconds
grafana_api_dashboard_get_milliseconds_count
grafana_api_dashboard_get_milliseconds_sum
