configmap,endpoint,service,namespace,prometheus,value,prometheus_replica,instance,job,time,__name__,pod
grafana-dashboard-sock-shop-analyis,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-sock-shop-db-analyis,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-sock-shop-db-analyis,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-statefulset,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-statefulset,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboards,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboards,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
kube-flannel-cfg,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
kube-flannel-cfg,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
prometheus-k8s-rulefiles-0,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
prometheus-k8s-rulefiles-0,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:21.699Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
adapter-config,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
adapter-config,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
coredns,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
coredns,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
extension-apiserver-authentication,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
extension-apiserver-authentication,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-cluster-rsrc-use,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-cluster-rsrc-use,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-node-rsrc-use,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-node-rsrc-use,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-cluster,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-cluster,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-namespace,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-namespace,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-pod,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-pod,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-workload,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-workload,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-workloads-namespace,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-k8s-resources-workloads-namespace,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-nodes,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-nodes,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-persistentvolumesusage,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-persistentvolumesusage,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-pods,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-pods,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-sock-shop-analyis,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-sock-shop-analyis,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-sock-shop-db-analyis,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-sock-shop-db-analyis,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-statefulset,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboard-statefulset,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboards,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
grafana-dashboards,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
kube-flannel-cfg,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
kube-flannel-cfg,https-main,kube-state-metrics,kube-system,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
prometheus-k8s-rulefiles-0,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-0,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
prometheus-k8s-rulefiles-0,https-main,kube-state-metrics,monitoring,monitoring/k8s,1,prometheus-k8s-1,172.20.1.13:8443,kube-state-metrics,2019-12-02T04:07:51.698Z,kube_configmap_info,kube-state-metrics-5b6bdc6c74-fdjp9
